der_av_after_max_max,max_der_before_max_median,beats_count,max_der_before_max_max,stopFrame,logattacktime_min,temporal_centroid_median,max_der_before_max_mean,effective_duration_mean,effective_duration_median,max_to_total,spectral_skewness_var,startFrame,max_der_before_max_min,scvalleys_mean_5,barkbands_spread_max,scvalleys_var_0,beats_loudness_dmean2,temporal_decrease_median,der_av_after_max_mean,beats_loudness_min,temporal_skewness_max,beats_loudness_mean,logattacktime_median,average_loudness,duration,gfcc_var_0,temporal_spread_mean,effective_duration_max,spectral_rms_median,temporal_decrease_mean,logattacktime_max,logattacktime_mean,beats_loudness_var,effective_duration_min,temporal_centroid_min,temporal_spread_min,spectral_spread_min,spectral_spread_mean,beats_loudness_median,beats_loudness_dmean,beats_loudness_dvar2,spectral_strongpeak_mean,gfcc_max_1,tc_to_total,temporal_spread_max,beats_loudness_dvar,der_av_after_max_median,mfcc_max_1,Class
0.017887,0,0.000215,0.000196,8e-06,0.021703,0.000156,0,0.000186,0.001084,0.000334,0.000521,0.000387,0.000579,0.000292,2.1e-05,0.003261,0.000521,0,0.006843,0.001981,9e-06,0,0.00242,0.000559,0.000236,0.000175,1.5e-05,0.000417,0.001387,0.021941,0.002359,0.027924,2.2e-05,4.3e-05,0.000215,0.000361,0.000343,0.009396,0.000396,9.4e-05,0.002272,0.001911,0.008931,0.00171,0.000199,0.000116,0.016705,2.2e-05,3
0.002365,2e-06,0.000679,0.046043,0.00299,0.001291,0.000212,0.001336,0.000171,0.007978,0.000208,0.000444,0.000106,0.001548,0.001087,0.000806,0.026048,0.000438,2e-06,0.004648,0.001831,0.002843,0.001279,0.000506,0.001648,0.000394,0.000227,0.001538,0.000256,0.010598,0.00122,0.001982,0.1133,0.001055,0.001176,0.000442,0.000249,0.000224,0.079622,0.000126,0.000116,0.001127,0.000481,0.005729,0.000986,0.000248,0.000118,0.002777,0.001063,8
0.004102,2e-06,0.000639,0.008583,0.001511,0.001914,0.001465,0.000568,0.001892,0.015321,0.001131,0.002589,0.001024,0.002906,0.000912,0.000835,0.014732,0.00246,2e-06,0.007238,0.004014,0.001674,0.000592,0.002372,0.003129,0.001139,0.00153,0.001133,0.001461,0.021318,0.002081,0.004742,0.08506,0.001835,0.000686,0.001174,0.001272,0.001142,0.046773,0.000895,0.000641,0.006219,0.002193,0.009446,0.005808,0.002805,0.000716,0.004719,0.001925,3
0.001801,3e-06,0.005221,0.050139,0.013951,0.000646,0.002945,0.00137,0.005309,0.001742,0.008965,0.003866,0.007097,0.010541,0.008433,0.015121,0.001697,0.004253,3e-06,0.000506,0.009287,0.013293,0.001524,0.011972,0.01021,0.006286,0.003627,0.021658,0.013825,0.002522,0.000562,0.009756,0.000646,0.003105,0.001116,0.006507,0.012422,0.009838,0.026399,0.00748,0.010475,0.009129,0.011892,0.000594,0.007438,0.007277,0.010066,0.002026,0.002705,3
6.5e-05,1e-06,1.6e-05,1e-06,0.000132,9e-06,0.000245,0.000109,0.000153,6.1e-05,0.000605,3.2e-05,0.000536,7.7e-05,2.2e-05,1.2e-05,2.3e-05,2.9e-05,1e-06,1.8e-05,0.000102,0.000131,0.000126,0.000188,8.2e-05,0.000179,0.000248,2e-05,0.000556,8.3e-05,9e-06,0.000101,2.6e-05,2.5e-05,8e-06,0.000189,0.000564,0.000668,0.000151,0.000656,0.000193,0.000117,0.000185,2.6e-05,0.000103,0.000232,0.000199,7.5e-05,2.3e-05,3
0.000119,1e-06,0.000109,0,6.3e-05,5.1e-05,0.000425,2.7e-05,0.000357,0.000125,0.001577,0.000223,0.004464,0.000182,0.000192,5.4e-05,3.8e-05,0.000202,1e-06,8.3e-05,0.000214,7.1e-05,3.3e-05,0.000706,0.000202,0.000327,0.000414,3.4e-05,0.005105,0.000159,4.9e-05,0.000213,5.7e-05,1.9e-05,7e-06,0.00041,0.005479,0.001878,0.00019,0.005893,0.001961,0.000685,0.000774,0.000111,0.0007,0.000575,0.001841,0.000132,1.8e-05,3
0.000387,4e-06,0.00016,0.000577,0.000272,9.8e-05,0.000924,0.000237,0.001053,0.000166,0.001302,0.000488,0.001109,0.000429,0.000241,8.4e-05,8.9e-05,0.000466,4e-06,0.000173,0.000614,0.000266,0.000254,0.003464,0.000416,0.001573,0.001019,7.1e-05,0.001109,0.000221,9.4e-05,0.000688,8.3e-05,0.000113,1.7e-05,0.001776,0.000975,0.001257,0.000355,0.001265,0.000267,0.002997,0.002968,0.000215,0.002749,0.001429,0.0003,0.000445,9.4e-05,3
0.000414,3e-06,0.000707,0,0.000645,0.000311,0.002389,0.000718,0.002361,0.000175,0.00762,0.000591,0.006592,0.001748,0.001089,0.000615,0.000242,0.00065,3e-06,0.00043,0.001162,0.000706,0.000882,0.002726,0.001899,0.002684,0.003228,0.000132,0.011895,0.000202,0.00034,0.001366,0.000142,0.00017,0.000102,0.002577,0.009833,0.00699,0.000599,0.006864,0.002335,0.003884,0.002585,0.000553,0.003518,0.002973,0.00303,0.000399,0.000174,3
0.001,0,0.000559,1.5e-05,0.000887,0.000457,0.004657,0.000207,0.002427,0.000293,0.009368,0.002194,0.008447,0.002197,0.000936,0.000525,0.00037,0.002277,0,0.000525,0.00184,0.000984,0.000251,0.006512,0.002384,0.002183,0.005178,0.000952,0.009419,0.00034,0.000488,0.002185,0.000307,0.001066,9.6e-05,0.002312,0.008488,0.009441,0.000997,0.009143,0.004358,0.004383,0.006633,0.000717,0.003474,0.00344,0.004744,0.001156,0.001056,3
3.3e-05,0,0.000163,0.098282,0.000121,1e-06,0.004491,2.8e-05,0.005486,4.8e-05,0.046965,0.000634,0.1127,9.8e-05,0.000352,7.4e-05,1.2e-05,0.000455,0,3e-06,0.000339,0.000164,3.9e-05,0.000907,0.000144,0.001734,0.003529,0.000113,0.081743,8.4e-05,2e-06,0.000264,1.9e-05,7.8e-05,1.6e-05,0.002703,0.10517,0.068078,0.000104,0.17948,0.14862,0.01876,0.001216,5e-06,0.023639,0.010922,0.11582,5.1e-05,0.0001,3
5e-06,0,0.000904,0.084509,8e-06,4.8e-05,0.005165,6e-06,0.004225,1e-06,0.023107,0.00098,0.039015,0.000147,0.001115,4e-06,0,0.001636,0,0.000313,1.2e-05,1.1e-05,8e-06,0.002461,0.000123,0.002213,0.008105,4e-06,0.11774,0,4.7e-05,1.3e-05,0,2e-06,1e-06,0.001867,0.08968,0.017483,1e-06,0.037005,0.019356,0.004535,0.002091,0.000392,0.003659,0.004635,0.028896,6e-06,2e-06,3
7.8e-05,1e-05,0.000899,0.000249,0.000165,3.3e-05,0.00382,0.000104,0.005212,0.00011,0.020244,0.003137,0.036852,0.001044,0.001709,1.9e-05,6e-06,0.002595,1.2e-05,2.2e-05,0.000108,0.000189,0.00013,0.001913,0.001335,0.001722,0.003635,0.000116,0.096632,0.000163,3.8e-05,0.000111,2.5e-05,9.4e-05,2e-06,0.002078,0.10886,0.02512,0.000144,0.050855,0.039054,0.012289,0.001963,3.3e-05,0.013331,0.00886,0.035076,0.000101,0.0001,3
0.00017,0,0.000209,3.4e-05,2e-06,0.000137,7.1e-05,1e-06,3e-05,0.000101,0.002453,0.000782,2.5e-05,0.000441,0.000368,1.1e-05,2.2e-05,0.000716,0,0.000319,0.000583,2e-06,1e-06,0.010508,0.000494,0.001113,6.9e-05,1.9e-05,0.000126,0.000136,0.000142,0.000641,1.5e-05,6e-06,7e-06,0.001416,0.000119,0.002483,9.1e-05,3e-05,3.5e-05,0.006573,0.011282,0.00042,0.006457,4.9e-05,3.4e-05,0.000193,5e-06,3
0.002735,0,0.001349,0.001276,0.005765,0.001355,0.008863,0.001821,0.002135,0.002105,0.008371,0.003429,0.000627,0.002329,0.002586,0.002832,0.002503,0.00285,0,0.000919,0.003856,0.006239,0.00234,0.003276,0.002606,0.002846,0.008386,0.002902,0.00066,0.002911,0.001581,0.003563,0.000442,0.001152,0.000341,0.003269,0.000717,0.009507,0.016263,0.000801,2.8e-05,0.008611,0.003266,0.001301,0.009434,0.003285,2.9e-05,0.00362,0.00121,3
0.001113,0,0.001565,0.001639,0.015709,0.000304,0.013193,0.003452,0.003547,0.000457,0.006094,0.000701,0.00039,0.001878,0.003038,0.001148,0.000514,0.00057,1e-06,0.00087,0.00112,0.016776,0.004208,0.005737,0.002451,0.004436,0.011541,0.004669,0.000462,0.000702,0.000366,0.000986,0.000258,0.003474,0.000189,0.006211,0.000529,0.007894,0.000839,0.000551,4.5e-05,0.002629,0.006892,0.001366,0.002937,0.006304,3.9e-05,0.001522,0.003708,3
0.003341,1e-06,0.000633,4.9e-05,0.004448,0.000441,0.00054,0.000948,0.00073,0.003422,0.000954,0.001182,0.000562,0.001564,0.000898,0.003272,0.006909,0.001168,1e-06,0.001018,0.00225,0.00493,0.001093,0.00226,0.001659,0.001405,0.000583,0.002279,0.000675,0.004393,0.000447,0.002386,0.003672,0.00403,0.003592,0.00162,0.000606,0.000974,0.001699,0.000621,0.00022,0.001537,0.002054,0.001305,0.001422,0.001034,0.000244,0.003756,0.004066,3
0.0049,2e-06,0.001635,0.021077,0.001328,0.001295,0.001422,0.00047,0.001815,0.003355,0.002627,0.002226,0.001953,0.00285,0.002669,0.005827,0.003604,0.002158,2e-06,0.002785,0.00468,0.001276,0.000542,0.005116,0.002994,0.002676,0.001487,0.002594,0.002663,0.004074,0.001271,0.004884,0.003811,0.00212,0.003514,0.003087,0.002475,0.002858,0.005174,0.002285,0.000749,0.005248,0.005125,0.003543,0.004941,0.002757,0.000823,0.005535,0.001847,3
0.003757,0,0.004006,0.041354,0.0001,0.005013,0.004714,1.8e-05,0.007715,0.008925,0.018537,0.009274,0.005224,0.010383,0.006335,0.004421,0.009386,0.008068,0,0.00552,0.007268,0.000103,2.2e-05,0.01189,0.011874,0.004937,0.004957,0.003696,0.004602,0.011787,0.005435,0.007366,0.018374,0.000455,0.001534,0.005733,0.004661,0.020992,0.007626,0.006313,0.001963,0.011361,0.011275,0.007914,0.009978,0.0123,0.001982,0.004219,0.000479,3
0.007076,0,0.00255,0.016216,5.9e-05,0.000789,0.007211,1.5e-05,0.00795,0.003488,0.012075,0.003235,0.005596,0.003379,0.003827,0.000651,0.003752,0.003268,0,0.001675,0.007715,5.8e-05,1.5e-05,0.00667,0.002973,0.009591,0.007332,0.002915,0.00805,0.004408,0.000756,0.008867,0.003968,0.000146,0.000642,0.011068,0.007079,0.011395,0.004797,0.006462,0.001286,0.009482,0.006591,0.002114,0.008739,0.009336,0.001722,0.006247,0.000156,3
0.008839,0,0.005823,0.037082,0.000225,0.002711,0.009464,7.9e-05,0.010548,0.005285,0.012694,0.005831,0.006133,0.011698,0.008523,0.000314,0.00147,0.005704,0,0.007137,0.031507,0.000182,9.4e-05,0.009379,0.011071,0.010211,0.010198,0.000505,0.003994,0.006899,0.002562,0.033417,0.00071,0.000143,0.000399,0.012567,0.003297,0.012281,0.003596,0.006553,0.000518,0.017903,0.00907,0.008702,0.014756,0.014364,0.000629,0.007968,0.000135,3
0.042156,0,0.025846,0.10764,2.4e-05,0.016169,0.004765,1e-05,0.007858,0.074552,0.00605,0.035273,0.003621,0.069703,0.037304,0.000703,0.002812,0.034865,0,0.01499,0.052848,2.6e-05,1.2e-05,0.031243,0.066955,0.008828,0.005814,0.00039,0.002543,0.090976,0.014343,0.060412,0.00474,1.4e-05,0.000395,0.007971,0.001988,0.006287,0.059624,0.003901,0.000333,0.043264,0.028082,0.017543,0.032352,0.012534,0.000438,0.045206,1.2e-05,8
0.0262,0,0.006389,0.081744,4.1e-05,0.005791,0.005019,6e-06,0.00535,0.008382,0.009165,0.009907,0.005317,0.024979,0.010608,0.000718,0.00135,0.009366,0,0.009618,0.033653,4.2e-05,7e-06,0.010124,0.025378,0.004697,0.005512,0.000558,0.004794,0.009638,0.005549,0.035899,0.002448,0.000219,0.000687,0.004976,0.00355,0.005737,0.014659,0.004526,0.001309,0.016315,0.008888,0.013378,0.012838,0.005439,0.001945,0.031228,0.0002,2
0.000407,0,0.000352,4.8e-05,3.1e-05,4.8e-05,0.001021,6e-06,0.001421,8.5e-05,0.001111,0.000378,0.000288,0.000906,0.000518,3.8e-05,6e-05,0.000384,0,4.6e-05,0.000592,3.3e-05,6e-06,0.001244,0.000968,0.001015,0.001111,7.9e-05,5.9e-05,9.7e-05,4.2e-05,0.000696,1.8e-05,4.6e-05,0.000111,0.001151,5.4e-05,0.001189,0.000192,0.000325,2e-06,0.000816,0.001149,5.4e-05,0.000692,0.002066,2e-06,0.00043,4.6e-05,3
0.00081,0.061704,0.000539,0.001418,0.004593,0.000219,0.000827,0.048877,0.001268,0.001115,0.002358,0.000481,0.001872,0.001588,0.000915,0.000527,0.000441,0.000429,0.065202,0.00094,0.001306,0.004795,0.049249,0.000746,0.001351,0.000993,0.001093,0.000619,0.002092,0.001553,0.0002,0.001972,0.000434,0.000774,0.000204,0.001103,0.001646,0.001529,0.004511,0.001856,0.000511,0.000383,0.000645,0.000894,0.000301,0.001341,0.00058,0.000663,0.000754,3
8.6e-05,9e-06,1.8e-05,0,0.000134,4e-05,0.000337,0.000104,0.000214,7e-05,0.000341,8.5e-05,0.000324,0.000107,2.7e-05,0.000198,8.9e-05,8.7e-05,9e-06,5.8e-05,0.00018,0.000152,0.000117,0.000231,0.000111,0.00022,0.000345,7.7e-05,0.000972,9.3e-05,4e-05,0.000214,4.4e-05,7.4e-05,8.1e-05,0.000246,0.000852,0.000347,0.000137,0.000347,0.000296,0.000345,0.000209,7.4e-05,0.000308,0.000317,0.000356,9.2e-05,7.5e-05,3
0.000229,2e-06,0.000231,0.025627,4.9e-05,0.00023,0.002439,4.5e-05,0.00148,0.000674,0.003253,0.000378,0.000649,0.000683,0.000294,0.000256,0.001596,0.000379,2e-06,0.000283,0.000706,3.9e-05,4.2e-05,0.002617,0.000569,0.004662,0.002666,0.000222,0.000676,0.000601,0.000221,0.001167,0.003759,4.6e-05,0.000113,0.005564,0.00063,0.003797,0.003363,0.00079,0.000155,0.001223,0.00255,0.000262,0.001145,0.001897,0.000167,0.000211,3e-05,3
0.000142,5e-06,0.000234,0.10104,7.7e-05,6.4e-05,0.002478,5.8e-05,0.001528,0.000114,0.006504,0.000156,0.0054,0.000644,0.00041,2.7e-05,5.3e-05,0.000168,6e-06,8.4e-05,0.000663,9.1e-05,7.4e-05,0.001467,0.000662,0.000542,0.002346,0.000149,0.007307,0.000121,5.3e-05,0.000761,2.4e-05,0.0001,2.4e-05,0.000572,0.007477,0.006596,0.000125,0.006447,0.002943,0.001465,0.001664,9.1e-05,0.001594,0.002033,0.002774,0.000123,0.000105,3
0.010787,2e-06,0.003696,0.000115,9e-06,0.001569,0.002139,2.3e-05,0.002192,0.001239,0.010951,0.004384,0.014287,0.005003,0.006668,0.000333,0.000614,0.004027,2e-06,0.001165,0.016581,7e-06,2.2e-05,0.005621,0.00527,0.002812,0.00245,0.000152,0.004539,0.001384,0.001667,0.019647,0.000395,2.8e-05,0.000602,0.002942,0.004447,0.012784,0.000481,0.018785,0.000824,0.003893,0.004951,0.001309,0.003215,0.003404,0.000895,0.012842,2.3e-05,3
0.000173,3.3e-05,0.000102,4.1e-05,7e-06,4.4e-05,0.00129,4.6e-05,0.00058,5e-05,0.002658,0.000304,0.00109,0.00014,0.000151,7e-06,3e-06,0.000278,3.8e-05,3.5e-05,0.00016,7e-06,4.9e-05,0.000778,0.000151,0.000577,0.001372,5e-06,0.000468,6.4e-05,4e-05,0.000174,1.2e-05,3e-06,3e-06,0.000639,0.000437,0.002807,2.3e-05,0.001231,7.5e-05,0.000433,0.000697,4.2e-05,0.000369,0.000857,9.2e-05,0.000178,2e-06,3
0.001058,4.1e-05,0.000579,0.003202,5.8e-05,0.000138,0.001768,6.1e-05,0.001426,8.1e-05,0.004624,0.000553,0.003035,0.000677,0.000786,2.7e-05,3e-05,0.000588,5e-05,0.000172,0.000657,6.1e-05,7.2e-05,0.001337,0.000733,0.001907,0.002539,3.7e-05,0.001789,7e-05,0.000138,0.000851,8e-05,1.9e-05,8e-06,0.001698,0.001179,0.004028,5.1e-05,0.002572,0.000315,0.001982,0.001013,0.000176,0.001711,0.001701,0.000385,0.000946,1.8e-05,3
9e-05,1e-06,4.4e-05,0.19078,1e-05,5.6e-05,0.000183,2.6e-05,0.000155,0.000104,0.000437,5.7e-05,0.000284,0.000159,7.1e-05,2.8e-05,1.7e-05,5.6e-05,1e-06,0.000144,0.000215,1e-05,2.9e-05,0.000194,0.000166,0.0001,0.000203,2.9e-05,0.000314,0.000124,5.4e-05,0.00023,6.7e-05,9e-06,5e-06,0.000113,0.000276,0.000467,0.000137,0.000338,7.6e-05,0.00016,0.000194,0.00019,0.000144,0.000217,8.2e-05,0.000102,9e-06,2
0.000528,1e-06,0.000459,0.58366,9e-06,0.00018,0.001576,2.5e-05,0.001558,0.000355,0.005724,0.000332,0.002983,0.000852,0.000765,2.1e-05,7.4e-05,0.000377,1e-06,0.000446,0.001366,1e-05,3.1e-05,0.002415,0.000928,0.001065,0.002068,3.7e-05,0.003306,0.000433,0.000143,0.001381,0.000104,1.1e-05,1.4e-05,0.001248,0.002681,0.006401,0.000178,0.002962,0.0008,0.001603,0.002315,0.000538,0.001338,0.001856,0.000986,0.000623,1.1e-05,19
0.006788,5e-06,0.000309,0.013469,0.003414,0.004839,2.6e-05,0.000642,4.5e-05,0.026154,1.1e-05,0.000212,4e-06,0.003102,0.000398,0.018185,0.02149,0.000219,4e-06,0.008078,0.005721,0.00276,0.000627,0.000342,0.002728,8.6e-05,2.5e-05,0.009724,2e-06,0.033712,0.004565,0.006419,0.007134,0.002818,0.009868,0.000111,1e-06,1.1e-05,0.17494,5e-06,0,0.000603,0.000352,0.009591,0.000577,7.4e-05,0,0.006821,0.002462,8
0.005873,4e-06,0.001575,0.000932,0.001166,0.001847,0.000409,0.000142,5.9e-05,0.001108,0.000159,0.001496,4e-05,0.004168,0.002382,0.009698,0.002285,0.001481,3e-06,0.002866,0.002797,0.001018,0.000115,0.000725,0.002951,0.000384,0.000438,0.04112,6.3e-05,0.001161,0.001362,0.00438,0.001511,0.00277,0.000657,0.00047,6.1e-05,0.000161,0.001573,4.3e-05,5e-06,0.001569,0.000659,0.002553,0.001367,8.5e-05,6e-06,0.004873,0.002426,3
0.000585,0,0.001238,1.2e-05,3e-06,0.000154,0.000482,0,0.000462,0.000107,0.000634,0.001127,0.00024,0.002176,0.002109,2.2e-05,2.1e-05,0.00116,0,0.000221,0.00156,3e-06,0,0.000997,0.002134,0.002082,0.000467,2.4e-05,0.000138,0.000151,0.000139,0.001819,9.7e-05,6e-06,1.2e-05,0.002291,0.000112,0.000669,0.000157,0.000303,2.5e-05,0.002433,0.001007,0.000266,0.001949,0.000684,3.1e-05,0.000653,5e-06,3
0.004565,0,0.000428,0.000322,1e-06,0.001716,0.002189,0,0.001841,0.000155,0.01111,0.001504,0.00199,0.00435,0.00061,1.4e-05,3.2e-05,0.001849,0,0.000219,0.003312,1e-06,0,0.007925,0.003997,0.004661,0.002082,1.6e-05,0.000866,0.000152,0.001594,0.004143,4.7e-05,3e-06,5e-06,0.005819,0.000925,0.01176,0.000287,0.002456,0.000501,0.008217,0.008353,0.000246,0.006554,0.002388,0.00049,0.005472,3e-06,3
0.012225,0,0.000278,0.010911,0.00084,0.001824,0.007608,0.000107,0.006133,0.002175,0.017867,0.000383,0.011052,0.00344,0.000321,0.000922,0.001594,0.000608,0,0.007864,0.006275,0.000665,0.000109,0.008565,0.00389,0.005307,0.008545,0.001195,0.017239,0.002815,0.001539,0.007204,0.006082,0.000576,0.000389,0.005392,0.015276,0.018855,0.011566,0.012113,0.004448,0.010603,0.007746,0.010684,0.009261,0.006563,0.005239,0.014814,0.000452,3
0.002577,0,0.000284,0.024355,0.000422,0.001276,0.014803,8.7e-05,0.003559,0.001231,0.023773,0.000224,0.006643,0.001959,0.000466,0.000527,0.000526,0.000244,0,0.002046,0.006747,0.000385,8.9e-05,0.006115,0.002128,0.004625,0.014457,0.001226,0.008037,0.001353,0.001205,0.006908,0.000696,0.000399,0.000123,0.005537,0.008463,0.028343,0.006197,0.008674,0.003243,0.005724,0.006509,0.002671,0.00526,0.004742,0.003197,0.003065,0.00035,3
0.001607,0.002172,0.00104,0.044911,0.004444,0.000343,0.007118,0.003154,0.008436,0.000271,0.016224,0.001766,0.011692,0.002379,0.001434,0.000678,0.000219,0.00199,0.002128,0.000392,0.001859,0.004714,0.003676,0.011289,0.002054,0.006292,0.012657,0.001796,0.012604,0.000322,0.00034,0.002047,0.00023,0.002907,0.000219,0.006225,0.007999,0.008961,0.000504,0.008903,0.002988,0.00483,0.007373,0.000515,0.002492,0.008051,0.003782,0.001534,0.002741,3
0.000779,6.7e-05,0.000104,0.000132,0.005525,9.7e-05,2.4e-05,0.000651,0.000229,0.001194,4e-05,4e-05,1.4e-05,0.00099,9.2e-05,0.018878,0.009123,7e-05,5.5e-05,0.004564,0.000444,0.002942,0.000655,0.000289,0.000612,0.000167,4.5e-05,0.066673,4.8e-05,0.000728,5.8e-05,0.000849,0.00288,0.01286,0.002311,0.000114,2.7e-05,2.4e-05,0.002226,9e-06,8e-06,0.000352,0.000167,0.003368,0.000191,0.000199,1.5e-05,0.000454,0.006392,3
0.009957,2.1e-05,0.0003,0.000766,0.011021,0.001785,0.000335,0.004433,0.000755,0.001365,0.000761,0.001076,0.000437,0.004645,0.000275,0.004587,0.001084,0.00176,1.6e-05,0.001752,0.002262,0.006211,0.005546,0.000545,0.002981,0.00038,0.000601,0.004992,0.000314,0.001905,0.001009,0.004093,0.001081,0.008572,0.00339,0.000251,0.000175,0.000479,0.004764,0.000304,5.1e-05,0.001976,0.000308,0.001237,0.00105,0.000637,9.3e-05,0.006466,0.008422,3
0.000516,7e-06,0.001502,0.018294,0.000534,0.000637,0.000171,0.000409,0.000251,0.003581,0.000418,0.000239,0.000318,0.001177,0.001559,0.014247,0.010786,0.000363,7e-06,0.002878,0.000298,0.000319,0.000464,0.000375,0.000815,0.000113,0.000282,0.020807,0.000118,0.002978,0.000409,0.000511,0.009454,0.00212,0.001326,8.4e-05,7.2e-05,0.000289,0.009261,0.000241,3.7e-05,0.000642,0.000239,0.002419,0.000383,0.000237,6.1e-05,0.000332,0.000991,3
0.000429,0.00042,1.5e-05,0.000141,0.011566,6.9e-05,6e-06,0.008043,7e-06,0.000131,6e-06,3.1e-05,5e-06,0.000366,2.5e-05,0.000609,0.000538,2.7e-05,0.000416,0.000254,0.000423,0.012808,0.007537,0.000112,0.000161,1.3e-05,1.7e-05,0.007102,9e-06,9.6e-05,2.8e-05,0.000939,0.000336,0.005106,6.3e-05,1.4e-05,4e-06,3e-06,0.000658,3e-06,2e-06,7.1e-05,0.000104,0.00011,2.1e-05,3e-06,4e-06,0.000205,0.005561,3
0.000104,0.000357,0.000172,6.6e-05,0.016303,5e-05,1.2e-05,0.007668,1.9e-05,0.000597,1.4e-05,7e-06,1.2e-05,0.000256,0.000163,0.00225,0.000592,1.1e-05,0.00014,6.5e-05,9.8e-05,0.009631,0.004388,3.1e-05,0.000163,9e-06,2.1e-05,0.016791,5e-06,0.000464,3.1e-05,0.000179,0.00074,0.01103,0.000211,6e-06,3e-06,9e-06,0.007173,9e-06,0,0.000151,1.9e-05,5.2e-05,8.3e-05,1.7e-05,1e-06,6.9e-05,0.005987,3
0.002357,0,0.000261,3e-06,4e-06,0.000341,0.00035,6e-06,0.000349,4.2e-05,0.000793,0.000732,0.00033,0.006946,0.000299,0.000153,0.000145,0.000945,0,5.5e-05,0.000857,5e-06,6e-06,0.002915,0.004973,0.000563,0.00038,0.000168,0.000675,4.1e-05,0.000308,0.000952,0.00015,4e-06,0.000456,0.000358,0.000561,0.000543,0.000375,0.000233,0.000143,0.001285,0.002521,6e-05,0.00073,0.000354,0.000168,0.001897,4e-06,3
0.004998,0,0.000261,0.00983,9e-06,0.001347,0.003827,3e-06,0.002939,0.001216,0.007184,0.017953,0.003025,0.004695,0.000437,5.1e-05,0.000368,0.018793,0,0.000251,0.002298,9e-06,4e-06,0.022763,0.004033,0.004982,0.004711,2.1e-05,0.002373,0.001635,0.001218,0.003019,0.001251,1.3e-05,1.9e-05,0.005192,0.001909,0.005739,0.001049,0.002545,0.000549,0.018927,0.022257,0.000249,0.011305,0.003749,0.000662,0.005089,1.1e-05,3
0.006314,0,0.000641,4e-06,7e-06,0.003676,0.00052,2e-06,0.000654,0.000364,0.000716,0.000316,0.000284,0.005115,0.00106,0.000151,0.0012,0.000367,0,0.000525,0.003954,6e-06,2e-06,0.009271,0.005062,0.000702,0.000723,0.000156,0.000263,0.000475,0.003759,0.004382,0.000435,1.7e-05,8.2e-05,0.000684,0.000231,0.000735,0.001121,0.000293,3.5e-05,0.001915,0.007804,0.000689,0.001295,0.000761,3.8e-05,0.00614,1.5e-05,3
0.006804,0,0.000286,0,4.6e-05,0.000598,6.9e-05,4e-06,0.000212,0.001455,1.9e-05,0.000123,1.8e-05,0.012297,0.000381,0.005049,0.000474,0.000176,0,0.00113,0.001886,5.1e-05,4e-06,0.001039,0.011932,0.000228,7.7e-05,0.01588,2.4e-05,0.002048,0.000496,0.002337,0.000378,0.000296,0.000603,0.000171,2.4e-05,1.7e-05,0.001815,2.2e-05,6e-06,0.000531,0.000756,0.00142,0.000395,0.0003,6e-06,0.006708,0.00025,3
0.000475,0,0.000206,9e-06,1e-06,4.9e-05,0.000496,1e-06,0.000756,0.000256,0.002506,0.000456,0.001851,0.00273,0.00037,2e-06,8e-06,0.000405,0,0.000417,0.001017,1e-06,1e-06,0.001101,0.003359,0.002383,0.000493,1e-06,0.003485,0.000368,5.1e-05,0.000962,7e-06,1e-06,1e-06,0.003109,0.003691,0.003026,4.6e-05,0.002358,0.00035,0.001258,0.001169,0.000601,0.001252,0.001206,0.000337,0.00057,1e-06,3
0.002538,0,0.007919,0.000878,2.1e-05,0.000593,0.006824,5e-06,0.006047,0.002653,0.017712,0.020889,0.014699,0.007848,0.01517,1.1e-05,0.000104,0.017153,0,0.011909,0.007122,2.6e-05,6e-06,0.022765,0.010041,0.004999,0.006406,2e-05,0.016203,0.003563,0.000695,0.006366,7.2e-05,1.7e-05,2.4e-05,0.006828,0.017899,0.021868,0.000179,0.019821,0.0053,0.065604,0.026625,0.01795,0.072141,0.010511,0.004786,0.003421,1.9e-05,3
0.003138,1e-06,0.001352,0.014527,0.01189,0.000457,0.004809,0.000857,0.003642,0.004527,0.006207,0.002137,0.002142,0.002313,0.002398,0.013576,0.012092,0.001965,1e-06,0.003744,0.003824,0.012988,0.000913,0.003575,0.002623,0.001869,0.004655,0.006899,0.003811,0.005236,0.000476,0.004358,0.00247,0.005286,0.004768,0.002416,0.004074,0.007137,0.005898,0.002637,0.00066,0.004473,0.003931,0.005191,0.004451,0.005947,0.000639,0.003831,0.004638,3
0.00154,0,0.001352,0.003403,0.000137,0.002745,0.002809,2.8e-05,0.001852,0.002981,0.002434,0.000628,0.001454,0.002426,0.002048,0.000658,0.000212,0.000899,0,0.006482,0.001913,0.000148,3.3e-05,0.001942,0.001646,0.001538,0.002839,0.001695,0.002068,0.003572,0.002698,0.002127,0.000109,0.000158,0.000118,0.001795,0.002299,0.002781,0.000592,0.00173,0.000631,0.012705,0.001872,0.009017,0.010702,0.002684,0.001193,0.001269,0.000147,3
0.002612,5e-06,0.00602,0.001307,7.2e-05,0.002088,0.029263,0.000149,0.016053,0.00473,0.08815,0.015345,0.051894,0.013979,0.011764,0.000305,0.000695,0.012282,7e-06,0.000977,0.051459,8.3e-05,0.00018,0.074018,0.018323,0.10434,0.025566,0.002037,0.13551,0.007394,0.002535,0.04494,0.001463,0.000451,0.000467,0.14601,0.1565,0.11436,0.002885,0.074029,0.0918,0.064651,0.089205,0.001545,0.072741,0.028565,0.079927,0.003588,0.000514,3
